Gene ID	Gene Name	ERR5873116	ERR5873117	ERR5873118	ERR5873119	ERR5873120	ERR5873121	ERR5873122	ERR5873123
ENSMUSG00000104978	Gm31274	0	0	1	0	0	0	0	0
ENSMUSG00000104979	Mir6994	0	0	0	0	0	0	0	0
ENSMUSG00000104980	4930573I07Rik	0	0	0	0	0	0	0	0
ENSMUSG00000104981	Gm43736	0	0	0	0	0	0	0	0
ENSMUSG00000104982	Gm32554	0	0	0	0	0	0	0	0
ENSMUSG00000104983	Gm42763	55	59	33	4	21	45	22	57
ENSMUSG00000104984	Gm5982	0	0	0	0	0	0	0	0
ENSMUSG00000104985	Gm42917	0	12	1	0	1	0	1	5
ENSMUSG00000104986	1600023N17Rik	12	13	6	0	0	6	4	10
ENSMUSG00000104987	2810432F15Rik	7	2	1	0	0	1	2	5
ENSMUSG00000104988	Gm43622	253	267	262	244	84	222	195	251
ENSMUSG00000104990	Gm43504	12	32	13	9	0	6	15	13
ENSMUSG00000104991	Gm44468	0	0	0	0	0	0	0	0
ENSMUSG00000104992	Gm43163	0	3	0	0	0	0	0	0
ENSMUSG00000104993	Gm43510	0	0	0	0	0	0	0	0
ENSMUSG00000104994	Gm42989	18	7	12	7	0	7	8	5
ENSMUSG00000104995	Gm42925	0	0	0	0	0	0	0	0
ENSMUSG00000104996	Mir6924	0	0	0	0	0	0	0	0
ENSMUSG00000104998	Gm43822	0	0	0	0	0	0	0	0
ENSMUSG00000104999	4930477O15Rik	11	7	12	4	3	23	3	7
ENSMUSG00000105000		0	0	0	0	0	0	0	0
ENSMUSG00000105003	Gm40055	0	0	4	0	1	0	1	4
ENSMUSG00000105004	Gm43075	5	21	16	13	1	10	9	19
ENSMUSG00000105005	Gm9729	0	0	0	0	0	0	0	0
ENSMUSG00000105006	Gm9484	32	12	4	12	2	4	8	19
ENSMUSG00000105007	Gm43170	0	0	0	0	0	0	0	0
ENSMUSG00000105008	Gm43652	0	15	1	0	6	7	5	3
ENSMUSG00000105009	Gm42774	0	0	1	0	0	5	0	0
ENSMUSG00000105010	Mir219b	0	0	0	0	0	0	0	0
ENSMUSG00000105011	Gm43210	0	5	3	0	0	2	0	0
ENSMUSG00000105012	Gm42813	0	0	0	0	0	0	0	0
ENSMUSG00000105013	Gm7721	0	0	0	0	0	0	0	0
ENSMUSG00000105015	Gm6059	0	1	0	0	0	0	0	0
ENSMUSG00000105016	Gm42569	0	0	0	0	0	0	0	0
ENSMUSG00000105017	Gm43107	0	0	0	0	0	0	0	0
ENSMUSG00000105018	Gm43546	0	0	0	0	0	0	0	0
ENSMUSG00000105019	Gm43547	0	16	0	5	0	8	2	1
ENSMUSG00000105020	Gm7205	0	0	3	0	0	0	0	0
ENSMUSG00000105021	Gm8234	0	5	0	0	0	0	0	13
ENSMUSG00000105023	1700012D16Rik	0	2	3	0	0	0	0	0
ENSMUSG00000105024	Gm43561	0	0	0	0	0	0	0	0
ENSMUSG00000105026	Gm18719	0	0	0	0	0	0	0	0
ENSMUSG00000105027	Gm43676	0	6	3	3	0	0	0	2
ENSMUSG00000105028	Gm18747	0	0	0	0	0	0	0	0
ENSMUSG00000105030	Mir9768	0	0	0	0	0	0	0	0
ENSMUSG00000105031	Gm3511	1	0	0	0	0	0	0	7
ENSMUSG00000105032	Gm43117	0	0	0	0	0	0	0	0
ENSMUSG00000105033	Gm43423	10	30	7	27	0	9	10	3
ENSMUSG00000105034	Gm43348	0	0	0	0	0	0	0	0
ENSMUSG00000105035	Gm9682	0	0	0	0	0	0	0	0
ENSMUSG00000105036	1110060G06Rik	0	0	0	0	0	0	0	0
ENSMUSG00000105037	Gm25203	0	0	0	0	0	0	0	0
ENSMUSG00000105038	Gm43044	0	0	0	0	0	0	0	0
ENSMUSG00000105039	Gm32585	0	0	0	0	0	0	0	0
ENSMUSG00000105040	Ube2l3-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000105041	Gm42676	0	5	0	0	0	6	0	0
ENSMUSG00000105042	Gm42509	22	7	11	0	2	19	9	11
ENSMUSG00000105043	Igkv1-108	0	0	0	0	0	0	0	0
ENSMUSG00000105044	Gm10416	0	26	8	21	4	19	17	29
ENSMUSG00000105045	Rpl9-ps8	0	7	0	0	0	0	1	1
ENSMUSG00000105047	Gm42533	0	0	0	0	0	0	0	0
ENSMUSG00000105048	Gm42966	12	11	2	0	7	5	0	1
ENSMUSG00000105049	Gm42486	0	5	5	13	0	0	0	1
ENSMUSG00000105050	Gm42482	10	5	7	0	0	7	3	9
ENSMUSG00000105051	Gm4248	0	0	0	0	0	0	0	0
ENSMUSG00000105052	Gm21655	0	0	0	0	0	0	0	0
ENSMUSG00000105053	Gm43064	0	0	0	0	0	0	0	0
ENSMUSG00000105054	Gm43664	0	0	1	0	0	0	0	0
ENSMUSG00000105055	Gm43079	0	0	0	0	0	0	0	0
ENSMUSG00000105056	Gm42805	0	0	0	0	0	0	0	0
ENSMUSG00000105057	Gm40190	0	2	0	18	0	0	1	0
ENSMUSG00000105058	Gm43590	0	0	0	0	0	0	0	0
ENSMUSG00000105059	Gm42498	0	0	5	0	0	0	0	0
ENSMUSG00000105061	Gm6740	0	0	0	0	0	0	0	0
ENSMUSG00000105062	Gm43113	4	18	12	26	0	2	4	11
ENSMUSG00000105063	Gm43488	6	3	8	0	3	3	4	0
ENSMUSG00000105065	Gm42513	91	165	89	92	54	99	118	120
ENSMUSG00000105066	Iglj4	0	0	0	0	0	0	0	0
ENSMUSG00000105067	Gm18018	0	0	0	0	0	0	0	0
ENSMUSG00000105068	Gm30835	0	0	0	0	0	0	0	0
ENSMUSG00000105070	Trav3n-2	0	0	0	0	0	0	0	0
ENSMUSG00000105071	Gm43336	74	96	70	52	11	35	33	42
ENSMUSG00000105073	Gm9317	0	0	0	0	0	0	0	0
ENSMUSG00000105074	Gm43818	0	0	0	0	0	0	0	0
ENSMUSG00000105075	Mark1-ps2	0	0	0	0	0	0	0	0
ENSMUSG00000105076	A930003O13Rik	30	38	41	27	25	20	18	44
ENSMUSG00000105077	Gm4859	0	4	0	0	0	3	0	0
ENSMUSG00000105078	Vamp9	28	5	15	12	0	1	6	7
ENSMUSG00000105079	Gm43715	0	0	0	0	0	0	0	0
ENSMUSG00000105080	Trav7n-6	0	0	0	0	0	0	0	0
ENSMUSG00000105081	Gm43110	0	0	0	0	0	0	0	0
ENSMUSG00000105082	Aqp10-ps	0	6	3	41	2	4	4	7
ENSMUSG00000105083	Gm42699	7	32	22	50	11	46	30	46
ENSMUSG00000105084	Gm43365	28	58	31	15	8	37	24	51
ENSMUSG00000105085	Gm42567	6	1	0	5	0	0	0	0
ENSMUSG00000105086	Gm42534	0	8	1	0	0	4	0	2
ENSMUSG00000105087	Gm42552	48	34	39	7	7	15	12	34
ENSMUSG00000105088	Gm17978	0	0	0	0	0	0	0	0
ENSMUSG00000105089	Gm43717	0	0	0	0	0	0	0	0
ENSMUSG00000105090	Trav15-3	0	0	0	0	0	0	0	0
ENSMUSG00000105091	Gm43722	0	0	0	0	0	0	0	0
ENSMUSG00000105092	Gm42468	0	0	0	0	0	0	0	0
ENSMUSG00000105093	Gm17815	15	34	40	16	8	10	12	24
ENSMUSG00000105094	Obox4-ps10	0	0	0	0	0	0	0	0
ENSMUSG00000105095	8430422M14Rik	10	48	31	27	10	20	18	16
ENSMUSG00000105096	Gbp10	0	0	0	0	2	1	1	0
ENSMUSG00000105097	Gm42133	0	2	0	0	0	0	0	0
ENSMUSG00000105099	Gm42751	0	0	0	0	0	0	0	0
ENSMUSG00000105101		0	0	0	0	0	0	0	0
ENSMUSG00000105102	Gm35507	0	0	0	0	0	2	0	0
ENSMUSG00000105103	Gm43191	0	0	0	0	0	2	0	0
ENSMUSG00000105104	Gm43729	0	6	0	14	0	0	3	0
ENSMUSG00000105105		0	0	3	0	0	0	0	1
ENSMUSG00000105106	Gm43657	0	0	0	0	0	0	0	0
ENSMUSG00000105107	Gm43412	6	8	14	7	0	11	2	0
ENSMUSG00000105108	Gm42687	0	0	0	0	0	0	0	0
ENSMUSG00000105110	Igkv12-66	0	0	0	0	0	0	0	0
ENSMUSG00000105111	Gm43310	0	0	1	0	0	0	0	0
ENSMUSG00000105112	Gm42778	15	27	35	35	7	20	12	31
ENSMUSG00000105113	Gm2622	0	0	0	0	0	0	0	0
ENSMUSG00000105114	Amd-ps5	0	0	0	0	0	0	0	0
ENSMUSG00000105117	Gm42760	0	0	0	0	0	0	0	0
ENSMUSG00000105119	Gm43765	0	5	0	0	5	0	1	3
ENSMUSG00000105120	Gm26413	7	4	3	1	0	1	0	1
ENSMUSG00000105121	Gm43406	0	0	0	0	0	0	0	0
ENSMUSG00000105123	Ighv1-79	0	0	0	0	0	0	0	0
ENSMUSG00000105124	Gm5297	0	0	0	0	0	0	0	0
ENSMUSG00000105125	Gm43468	0	0	0	0	0	0	0	0
ENSMUSG00000105126	Gm43723	0	0	0	0	0	0	0	0
ENSMUSG00000105127	Gm42470	0	0	0	0	0	0	1	0
ENSMUSG00000105128	Gm42870	0	2	0	0	0	0	0	0
ENSMUSG00000105129	Gm19566	0	0	0	0	0	0	0	0
ENSMUSG00000105130	Gm43825	23	25	12	27	5	9	13	10
ENSMUSG00000105132	Gm43250	0	0	0	0	0	0	0	0
ENSMUSG00000105134	Gm42923	646	762	379	317	380	607	578	913
ENSMUSG00000105135	Gm43667	93	133	79	102	48	138	105	115
ENSMUSG00000105136	8030487O14Rik	22	5	13	0	4	6	5	9
ENSMUSG00000105137	Gm42869	60	104	19	39	18	101	69	110
ENSMUSG00000105138	Mir6964	0	0	4	0	0	0	0	0
ENSMUSG00000105139	Gm19391	0	20	8	16	12	30	6	10
ENSMUSG00000105140	Gm43127	24	38	48	70	5	23	26	19
ENSMUSG00000105141	Gm55902	0	0	0	0	0	0	0	0
ENSMUSG00000105142	Mir7214	0	0	0	0	0	0	0	0
ENSMUSG00000105143	Gm8069	0	0	0	0	0	0	0	0
ENSMUSG00000105144	Rpl21-ps11	0	1	0	0	0	0	0	0
ENSMUSG00000105146	Gm35409	0	0	0	6	0	0	0	0
ENSMUSG00000105147	Ckb-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000105148	Gm42700	15	26	10	38	19	28	28	31
ENSMUSG00000105149	Gm42983	27	72	21	13	17	40	23	35
ENSMUSG00000105150	Gm43615	0	0	0	0	0	0	0	0
ENSMUSG00000105151	Gm43241	0	0	0	0	0	1	0	0
ENSMUSG00000105152		0	0	0	0	0	0	0	0
ENSMUSG00000105153	Gm3143	0	0	0	0	0	0	0	0
ENSMUSG00000105154	Gm20128	0	0	0	0	0	0	0	1
ENSMUSG00000105155	Gm42910	11	2	8	0	0	4	2	1
ENSMUSG00000105156	Gm9057	2	2	7	19	17	1	4	7
ENSMUSG00000105157	Gm31831	0	0	0	0	0	0	0	0
ENSMUSG00000105158	Gm42862	0	0	0	0	0	0	0	0
ENSMUSG00000105159	Gm42988	0	0	0	0	0	0	0	0
ENSMUSG00000105160	A530030E21Rik	0	0	0	0	0	1	0	0
ENSMUSG00000105161	Gm42595	60	35	25	73	6	30	19	34
ENSMUSG00000105162	Gm42494	0	0	0	0	0	0	0	0
ENSMUSG00000105163	Gm4873	0	0	0	0	0	0	0	0
ENSMUSG00000105165	Mir7686	0	0	0	0	0	0	0	0
ENSMUSG00000105166	Gm42629	7	12	0	7	0	1	2	0
ENSMUSG00000105167	Snord43	28	20	23	0	4	7	28	18
ENSMUSG00000105168	Gm30735	0	3	0	0	0	0	0	0
ENSMUSG00000105170	Gm19166	0	0	0	0	0	0	0	0
ENSMUSG00000105171	Gm5288	0	0	0	0	0	0	0	0
ENSMUSG00000105172	Gm42499	0	0	0	0	2	1	0	0
ENSMUSG00000105173	Gm5715	0	0	0	0	0	0	0	0
ENSMUSG00000105174	Gm43353	0	0	1	0	0	0	0	5
ENSMUSG00000105175	Gm43097	0	0	0	0	0	0	0	1
ENSMUSG00000105176	Gm43668	327	324	215	152	209	330	264	390
ENSMUSG00000105177	Gm43563	0	0	0	0	0	0	0	0
ENSMUSG00000105178	Mir376a	0	0	0	0	0	0	0	0
ENSMUSG00000105179	Gm42866	79	125	95	72	22	43	49	46
ENSMUSG00000105180	Gm4863	0	0	0	0	0	0	0	0
ENSMUSG00000105181	Gm19620	0	0	0	0	0	0	0	0
ENSMUSG00000105183	Gm42564	0	0	0	0	0	0	0	0
ENSMUSG00000105184	Gm42537	17	18	0	7	0	20	0	3
ENSMUSG00000105185	4930519H02Rik	0	0	0	0	0	0	0	0
ENSMUSG00000105186	Gm43778	7	1	1	3	0	8	5	8
ENSMUSG00000105187	Gm23377	0	0	0	0	0	0	0	2
ENSMUSG00000105188	Gm8190	0	1	1	0	0	3	0	0
ENSMUSG00000105189	Gm7774	0	0	0	0	0	0	0	0
ENSMUSG00000105190	Gm43470	0	0	0	0	0	0	0	1
ENSMUSG00000105191	Gm4644	0	0	0	0	0	0	0	0
ENSMUSG00000105192	Gm42796	0	0	0	0	0	0	0	0
ENSMUSG00000105193	Gm18971	3	0	2	0	3	1	2	14
ENSMUSG00000105194	Gm6755	0	0	0	0	0	0	0	0
ENSMUSG00000105195	Gm43584	0	0	0	0	0	0	0	0
ENSMUSG00000105196	Mir142	0	0	0	0	0	0	0	0
ENSMUSG00000105197	Gm43446	0	0	0	0	0	0	0	0
ENSMUSG00000105198	Gm42502	138	95	67	77	22	73	51	95
ENSMUSG00000105199	Gm43581	30	46	31	0	2	13	6	11
ENSMUSG00000105200	Mir378a	0	0	0	0	0	0	0	0
ENSMUSG00000105201	Gm43362	113	173	101	138	104	192	113	181
ENSMUSG00000105202	C230031I18Rik	8	13	7	4	0	11	14	10
ENSMUSG00000105203	4933428P19Rik	0	6	0	0	0	7	2	5
ENSMUSG00000105204		0	0	0	0	0	0	0	0
ENSMUSG00000105206	Gm4870	0	0	0	0	0	0	0	0
ENSMUSG00000105207	Gm42927	41	21	21	13	0	20	10	27
ENSMUSG00000105208	Gm43525	1336	1544	1139	1186	1473	1857	2121	2670
ENSMUSG00000105209	Gm43334	0	0	0	0	0	0	0	0
ENSMUSG00000105210	Mir3544	0	0	0	0	0	0	0	0
ENSMUSG00000105212	Gm43557	7	37	7	0	2	11	3	3
ENSMUSG00000105213	Gm43037	0	0	0	0	0	0	0	0
ENSMUSG00000105216	Traj47	0	0	0	0	0	0	0	0
ENSMUSG00000105217	Gm42873	5	22	21	30	8	20	8	10
ENSMUSG00000105218	Gm38413	0	0	0	0	0	0	0	0
ENSMUSG00000105219	Gm43821	0	0	0	0	0	0	0	0
ENSMUSG00000105220	Mir497	0	0	0	0	0	0	0	0
ENSMUSG00000105221	Gm9332	0	0	0	0	0	0	0	0
ENSMUSG00000105222	Gm42205	0	0	0	0	0	0	0	0
ENSMUSG00000105223	Gm43433	0	0	0	0	0	0	0	0
ENSMUSG00000105224	Gm3364	7	13	6	31	0	5	7	2
ENSMUSG00000105225	Gm19147	0	0	0	0	0	0	0	0
ENSMUSG00000105226	A930028O11Rik	4	8	1	4	1	10	2	8
ENSMUSG00000105227	Gm36667	0	0	0	0	0	0	0	0
ENSMUSG00000105228	Gm43340	3	16	8	20	9	5	9	3
ENSMUSG00000105229	Gm43149	10	18	5	0	8	18	18	5
ENSMUSG00000105230	Gm42433	6	8	6	5	2	12	2	13
ENSMUSG00000105231	Iglj3	0	0	0	0	0	0	0	0
ENSMUSG00000105233	Gm20568	2	0	0	0	0	0	0	1
ENSMUSG00000105234	4930459L07Rik	0	0	0	0	0	0	0	0
ENSMUSG00000105235	Hcfc1r1-ps1	0	0	0	0	0	0	0	0
ENSMUSG00000105237	Gm42580	0	0	0	0	0	0	0	0
ENSMUSG00000105239	Gm43091	0	0	1	0	0	0	0	0
ENSMUSG00000105240	Gm19418	0	0	0	0	0	0	0	0
ENSMUSG00000105241	Gm43542	0	0	0	0	0	0	0	0
ENSMUSG00000105242	Gm9236	0	0	0	0	0	0	0	0
ENSMUSG00000105243	Gm43444	0	0	1	0	0	0	0	0
ENSMUSG00000105244	Gm5281	10	0	2	26	0	0	2	0
ENSMUSG00000105245	Gm31305	10	12	1	0	1	9	5	3
ENSMUSG00000105246	Gm21043	0	0	0	0	0	0	0	0
ENSMUSG00000105247	Gm42519	142	252	112	249	91	169	152	263
ENSMUSG00000105248	Gm5310	0	0	0	0	0	0	0	0
ENSMUSG00000105250	Gm29736	0	0	0	0	0	0	0	0
ENSMUSG00000105251	4930526M16Rik	0	0	0	0	0	0	0	0
ENSMUSG00000105252	Gm42753	0	0	0	0	0	0	0	0
ENSMUSG00000105253	Gm42522	0	0	0	0	0	0	0	0
ENSMUSG00000105254	Gm42951	0	0	0	0	0	0	0	0
ENSMUSG00000105255	Gm42413	0	1	0	0	3	0	1	0
ENSMUSG00000105257	Gm43144	0	0	0	0	0	0	0	0
ENSMUSG00000105258	Gm40038	0	0	0	0	0	0	0	0
ENSMUSG00000105259	Gm42874	2	9	3	10	2	36	10	17
ENSMUSG00000105260		2	6	6	0	0	16	4	13
ENSMUSG00000105261	Gm43333	0	3	0	0	0	0	0	0
ENSMUSG00000105262	Gm19175	0	0	0	0	0	0	0	0
ENSMUSG00000105263	Gm42427	3658	5206	2740	3741	873	1551	896	1294
ENSMUSG00000105264	Gm42716	165	181	120	38	49	223	52	59
ENSMUSG00000105265	Sox2ot	0	0	0	0	0	5	0	0
ENSMUSG00000105266	Gm18546	0	0	0	0	0	0	0	0
ENSMUSG00000105267	Gm42542	0	0	0	0	0	0	0	0
ENSMUSG00000105269	Gm42999	0	0	0	0	0	0	0	0
ENSMUSG00000105270	Gm42863	336	357	353	412	143	258	240	331
ENSMUSG00000105271	Gm42875	0	0	0	0	0	0	1	0
ENSMUSG00000105272	Gm43071	135	87	46	69	36	102	61	85
ENSMUSG00000105273	Gm43015	0	0	0	0	0	0	0	0
ENSMUSG00000105274	1700048F04Rik	0	0	0	0	0	0	0	0
ENSMUSG00000105275	Gm43214	0	1	0	0	0	2	1	0
ENSMUSG00000105277	Gm9504	0	0	0	0	0	0	0	2
ENSMUSG00000105278	Gm42630	0	0	0	0	0	0	0	0
ENSMUSG00000105279	Gm6260	0	0	0	0	0	0	0	0
ENSMUSG00000105280	Pgk1-ps3	0	0	0	0	0	0	0	0
ENSMUSG00000105281	Gm17835	0	0	0	0	0	0	0	0
ENSMUSG00000105282	Gm42981	21	24	29	21	7	8	1	16
ENSMUSG00000105283	Gm33370	0	1	0	0	1	8	0	0
ENSMUSG00000105284	Gm42693	0	0	0	0	0	0	0	0
ENSMUSG00000105285	Gm43238	0	0	0	0	0	0	0	0
ENSMUSG00000105286	Gm43140	5	14	7	30	0	2	3	4
ENSMUSG00000105287	Gm43577	69	70	42	91	36	89	51	86
ENSMUSG00000105289	Gm43483	0	6	4	17	0	5	9	6
ENSMUSG00000105290	Gm43528	0	1	3	0	0	1	0	0
ENSMUSG00000105291	Gm18901	0	0	0	0	0	0	0	0
ENSMUSG00000105293	Gm42843	143	131	63	18	95	168	149	206
ENSMUSG00000105294	Gm43304	0	0	0	0	0	0	0	0
ENSMUSG00000105295	Gm42834	0	0	0	0	0	0	0	0
ENSMUSG00000105296	Gm19708	0	0	4	6	0	5	0	0
ENSMUSG00000105297	1700052H01Rik	0	0	0	0	0	0	0	0
ENSMUSG00000105298	Cldn25	0	0	0	0	0	0	0	0
ENSMUSG00000105299	Gm33847	0	0	0	0	0	0	0	0
ENSMUSG00000105300	Gm30613	0	0	0	0	0	0	0	0
ENSMUSG00000105301	Igkv13-54-1	0	0	0	0	0	0	0	0
ENSMUSG00000105302	Gm19817	14	23	11	0	0	6	4	0
ENSMUSG00000105303	Gm18555	0	0	3	0	0	7	1	1
ENSMUSG00000105304	Gm43696	95	92	45	79	43	87	85	107
ENSMUSG00000105305	Gm8872	0	0	0	0	0	0	0	0
ENSMUSG00000105306	Gm43171	0	0	0	0	0	0	0	0
ENSMUSG00000105307	Gm43839	0	0	0	0	0	0	0	0
ENSMUSG00000105308	4930572K03Rik	0	0	0	0	0	0	0	0
ENSMUSG00000105309	Gm21461	0	0	0	0	0	0	0	0
ENSMUSG00000105310	Gm42451	0	0	0	0	0	0	0	0
ENSMUSG00000105311	Gm44574	0	0	0	0	0	0	0	0
ENSMUSG00000105313	Gm43583	0	0	0	0	0	0	0	0
ENSMUSG00000105314	Ranbp2-ps11	0	0	0	0	0	0	0	0
ENSMUSG00000105315	Gm18635	0	3	2	0	0	5	1	0
ENSMUSG00000105316	Gm42953	0	0	0	0	2	9	0	2
ENSMUSG00000105317	Gbp2-ps	0	0	0	0	0	0	0	0
ENSMUSG00000105319	Igkv15-101	0	0	0	0	0	0	0	0
ENSMUSG00000105320	Gm43016	0	0	0	0	0	0	0	0
ENSMUSG00000105322	Gm43751	2	10	1	0	5	13	0	6
ENSMUSG00000105323	Igkv13-62-1	0	0	0	0	0	0	0	0
ENSMUSG00000105324	Gm42705	58	40	36	83	48	38	24	57
ENSMUSG00000105325	Gm30946	0	0	0	0	0	0	0	0
ENSMUSG00000105326	6030400A10Rik	167	128	61	29	53	116	148	193
ENSMUSG00000105327	Gm9409	0	0	0	0	0	0	0	0
ENSMUSG00000105328	Gm43180	9	13	2	0	9	4	4	18
ENSMUSG00000105329	Mir7215	0	0	0	0	0	0	0	0
ENSMUSG00000105331	Gm29865	0	0	0	0	0	0	0	0
ENSMUSG00000105332	Gm43316	0	2	1	19	0	4	0	0
ENSMUSG00000105333	Mir684-2	0	0	0	0	0	0	0	0
ENSMUSG00000105334	Gm42680	0	0	0	0	0	0	0	0
ENSMUSG00000105335	Gm42423	0	0	0	0	0	0	0	0
ENSMUSG00000105336	AU022133	1	3	0	0	1	0	0	2
ENSMUSG00000105337	1700094M23Rik	0	0	0	0	0	0	0	2
ENSMUSG00000105338	Gm43802	0	0	0	0	0	0	0	0
ENSMUSG00000105339	Gm42457	0	0	0	0	0	0	0	0
ENSMUSG00000105340	Gm42878	37	43	44	63	8	29	25	20
ENSMUSG00000105341	Gm43817	45	43	33	26	20	36	33	33
ENSMUSG00000105342	Gm43244	0	1	1	0	0	0	0	0
ENSMUSG00000105343	Gm43512	0	0	0	0	0	0	0	0
ENSMUSG00000105344	Gm43556	3	11	1	25	0	3	0	7
ENSMUSG00000105345	BC030343	25	27	25	2	14	11	7	5
ENSMUSG00000105346	Gm18894	0	0	0	0	0	0	0	0
ENSMUSG00000105347	Gm43503	27	11	5	48	0	9	13	5
ENSMUSG00000105348	Gm35212	0	0	0	0	0	0	0	0
ENSMUSG00000105349	Gm43604	35	32	31	74	5	5	11	2
ENSMUSG00000105350	4930537H20Rik	0	0	0	0	0	4	5	3
ENSMUSG00000105351	Gm43157	0	0	0	0	0	0	0	0
ENSMUSG00000105352		0	1	2	0	0	0	0	0
ENSMUSG00000105353	Gm42428	26	25	19	33	1	12	3	8
ENSMUSG00000105355	Gm40117	0	0	1	7	0	0	0	0
ENSMUSG00000105356	Gm42603	75	59	45	42	1	45	12	32
ENSMUSG00000105357	Gm42647	0	0	0	0	0	0	0	0
ENSMUSG00000105358	Gm43099	74	151	75	18	53	89	86	76
ENSMUSG00000105359	Rpl21-ps10	1	1	4	1	4	1	1	0
ENSMUSG00000105360	Gm7824	0	0	0	0	0	0	0	0
ENSMUSG00000105362	Gm43474	6	0	0	0	0	1	3	3
ENSMUSG00000105363	Igkv11-114	0	0	0	0	0	0	0	0
ENSMUSG00000105364	Gm8924	0	0	0	0	0	0	0	0
ENSMUSG00000105366	Gm43719	0	3	0	0	0	1	3	1
ENSMUSG00000105368	Gm43759	60	48	31	26	4	28	15	32
ENSMUSG00000105369	Igkv13-57-1	0	0	0	0	0	0	0	0
ENSMUSG00000105370	Gm42718	60	154	137	293	94	176	113	180
ENSMUSG00000105372	Mir327	0	0	0	0	0	0	0	0
ENSMUSG00000105373	Gm42429	0	0	0	0	0	0	0	0
ENSMUSG00000105374	Gm42551	80	75	26	48	51	98	80	141
ENSMUSG00000105375	Gm20239	0	0	0	0	0	0	0	0
ENSMUSG00000105376	Gm36535	22	10	23	4	0	25	6	8
ENSMUSG00000105377	Gm43148	5	2	3	0	0	1	1	0
ENSMUSG00000105378	Gm42515	58	37	15	56	19	47	29	18
ENSMUSG00000105379	Mir1191b	4	11	1	0	4	5	5	0
ENSMUSG00000105380	Trav12-4	0	0	0	0	0	0	0	0
ENSMUSG00000105381	Mir7234	0	0	0	0	0	0	0	0
ENSMUSG00000105382	Gm43339	17	23	20	40	2	8	4	4
ENSMUSG00000105384	Gm43396	0	0	0	0	0	0	0	0
ENSMUSG00000105385	9230114J08Rik	0	0	0	0	0	0	0	0
ENSMUSG00000105386	Gm43104	0	0	0	0	0	0	0	0
ENSMUSG00000105387	Gm29681	1	3	0	0	1	1	1	6
ENSMUSG00000105388	Rpl36a-ps2	0	0	0	0	0	0	0	0
ENSMUSG00000105389	BB187690	16	0	2	1	1	1	2	22
ENSMUSG00000105390	Gm8458	0	0	0	0	0	0	0	0
ENSMUSG00000105391		2	6	11	0	2	0	2	4
ENSMUSG00000105392	Gm42684	0	0	0	0	0	0	1	0
ENSMUSG00000105393	Trav7d-5	0	0	0	0	0	0	0	0
ENSMUSG00000105394	Gm43115	0	0	0	0	0	0	0	0
ENSMUSG00000105395	Gm42672	78	73	30	67	21	44	33	41
ENSMUSG00000105396	Gm6057	0	0	0	0	0	0	0	3
ENSMUSG00000105397	Gm43471	0	0	0	0	0	0	0	0
ENSMUSG00000105399	Mir1843b	0	0	0	0	0	0	0	0
ENSMUSG00000105400	Gm22897	0	0	1	0	0	1	0	0
ENSMUSG00000105401	Gm42949	0	0	3	0	8	4	0	2
ENSMUSG00000105402	Gm3716	0	1	1	17	4	121	2	4
ENSMUSG00000105403	Gm43618	0	0	0	0	0	2	0	0
ENSMUSG00000105404	Gm42807	5	25	11	21	8	5	25	27
ENSMUSG00000105405	Gm42431	0	0	0	0	0	0	0	0
ENSMUSG00000105406	Gm43247	0	1	0	1	0	0	0	0
ENSMUSG00000105407	Gm36259	0	0	0	0	0	0	0	0
ENSMUSG00000105408	Gm7285	8	18	11	7	4	17	14	9
ENSMUSG00000105410	Gtpbp4-ps7	0	0	0	0	0	0	0	0
ENSMUSG00000105412	Gm43768	15	28	21	51	9	35	22	45
ENSMUSG00000105416	Gm42553	99	96	105	67	48	124	94	127
ENSMUSG00000105418	Gm43650	0	0	0	0	0	0	0	0
ENSMUSG00000105419	Gm43205	28	48	49	31	6	95	19	7
ENSMUSG00000105421	5830411K02Rik	0	2	0	0	0	2	0	0
ENSMUSG00000105422	Gm6089	0	0	0	0	0	0	0	0
ENSMUSG00000105423	Gm36814	0	0	0	0	0	0	0	0
ENSMUSG00000105425	Gm43469	0	6	2	11	0	8	2	6
ENSMUSG00000105426	1700021F02Rik	2	7	0	4	0	1	9	3
ENSMUSG00000105427	Gm31678	0	0	0	0	0	0	0	0
ENSMUSG00000105428	Mir3068	2	3	1	0	7	0	6	0
ENSMUSG00000105429	Gm43692	63	32	30	61	4	25	22	38
ENSMUSG00000105430	Gm43301	14	8	1	0	0	5	1	0
ENSMUSG00000105431	Gm42640	0	8	2	7	0	4	0	2
ENSMUSG00000105432	Gm43218	0	0	0	0	0	0	0	0
ENSMUSG00000105434	Gm43359	257	351	287	229	68	157	150	392
ENSMUSG00000105436	Gm43212	0	0	0	0	0	0	0	0
ENSMUSG00000105437	Gm42450	0	0	0	0	0	0	0	0
ENSMUSG00000105439		0	2	0	0	0	0	0	0
ENSMUSG00000105440	Gm31693	0	9	5	4	2	11	4	1
ENSMUSG00000105441	Gm8041	0	0	0	0	0	1	0	0
ENSMUSG00000105442	Gm42614	6	18	9	2	6	17	11	23
ENSMUSG00000105443		0	0	0	0	0	4	0	3
ENSMUSG00000105444		0	10	0	0	4	0	0	0
